userProvince,name,prosize_col,level,mobile,commtime,comments
,为***山,干爽拉拉裤加大码XL72片,金牌会员,来自京东Android客户端,2016-06-29 20:50:57,一直都是
辽宁,未***师,绿帮中号M192片,铜牌会员, ,2016-05-22 20:17:34,hao
浙江,何***7,绿帮加大号XL128片,金牌会员,来自京东iPhone客户端,2016-06-16 21:03:02,不错
,a***0,绿帮加大号XL128片,金牌会员,来自京东Android客户端,2016-07-04 20:20:43,搞活动买的
陕西,j***1,绿帮大号L164片,银牌会员,来自京东Android客户端,2016-05-28 07:48:47,很好的体验
,s***a,干爽拉拉裤大码L84片,铜牌会员,来自微信购物,2016-07-01 12:21:27,挺好的，正品
广东,现***啊,绿帮小号S164片,钻石会员,来自京东Android客户端,2016-07-02 20:15:47,舒服用着很好(?▽?)
广东,w***r,绿帮中号M192片,金牌会员,来自京东Android客户端,2016-06-23 22:00:23,很好一直用这个牌子，京东直营的送货非常块
,j***里,绿帮新生儿NB96片,银牌会员,来自京东Android客户端,2016-06-18 14:11:16,比超市稍微便宜些
河南,j***s,干爽拉拉裤中码M94片,金牌会员,来自京东Android客户端,2016-06-28 14:26:35,可以说的上是物超所值比实体店便宜了很多，京东的商品真实性很好，给赞。
,j***里,绿帮小号S164片,银牌会员,来自京东Android客户端,2016-06-18 14:11:16,比超市稍微便宜点
,1***p,干爽拉拉裤加大码XL72片,金牌会员,来自京东iPhone客户端,2016-06-30 00:04:44,不错不错，赞赞赞赞赞赞
福建,1***羊,绿帮中号M192片,银牌会员,来自京东Android客户端,2016-05-23 07:07:48,一直在用
,j***u,绿帮新生儿NB96片,铜牌会员,来自京东Android客户端,2016-06-22 17:05:02,和母婴店里卖的一样
,屌丝谁来爱,干爽拉拉裤大码L84片,银牌会员,来自京东Android客户端,2016-07-05 14:29:27,质量很好，物流很给力！
